,,
20350,New Hire,David M. Dryfoos
20351,Roundabout to Boston,William Dean Howells
20352,The Raid of The Guerilla and Other Stories,Charles Egbert Craddock
20353,Witching Hill,E. W. Hornung
20354,Florida: An Ideal Cattle State,Florida State Live Stock Association
20355,The Mysterious Wanderer· Vol. I,Sophia Reeve
20356,Candy-Making Revolutionized,Mary Elizabeth  Hall
20357,Suppers,Paul Pierce
20358,Jane Stewardess of the Air Lines,Ruthe S. Wheeler
20359,Miss Million's Maid,Bertha Ruck
20360,The Aboriginal Population of Alameda and Contra Costa Counties· California,S. F. Cook
20361,Miscellaneous Aphorisms; The Soul of Man,Oscar Wilde
20362,First Visit to New England and Others,William Dean Howells
20363,In Story-land,Elizabeth Harrison
20364,Godey's Lady's Book· Vol. XLII.· May 1851,Various
20365,The Man from Jericho,Edwin Carlile Litsey
20366,Manslaughter,Alice Duer Miller
20367,Comic Tragedies,Louisa M. Alcott
20368,Beautiful Shells of New Zealand,E. G. B. Moss
20369,To Win the Love He Sought,E. Phillips Oppenheim
20370,Love Works Wonders,Charlotte M. Brame
20371,Of Literature (Entire),William Dean Howells
20372,The Red Cross Girls with Pershing to Victory,Margaret Vandercook
20373,Encyclopaedia Britannica· 11th Edition· Volume 4· Appendix,Various
20374,Autobiography of Z. S. Hastings,Z. S. Hastings
20375,Old Farm Fairies:,Henry Christopher McCook
20376,Where the Path Breaks,Charles de Crespigny
20377,The Spy in Black,J. Storer Clouston
20378,The Jonathan Papers,Elisabeth Woodbridge Morris
20379,The Story of Our Hymns,Ernest Edwin Ryden
20380,The Bondman,Hall Caine
20381,Zen and the Art of the Internet,Brendan P. Kehoe
20382,The Soul of the Indian,[AKA Ohiyesa]· Charles A. Eastman
20383,Entire PG Edition of The Works of William Dean Howells,William Dean Howells
20384,Rachel Ray,Anthony Trollope
20385,Challenge,Louis Untermeyer
20386,Dick's Desertion,Marjorie L. C. Pickthall
20387,Left on the Prairie,M. B. Cox
20388,Yolanda of Cyprus,Cale Young Rice
20389,Curious Punishments of Bygone Days,Alice Morse Earle
20390,Rustic Sounds,Francis Darwin
20391,The Postage Stamp in War,Fred. J. Melville
20392,Stranded in Arcady,Francis Lynde
20393,The History and Antiquities of the Doric Race· Vol. 2 of 2,Karl Otfried Mueller
20394,The Development of Rates of Postage,A. D. Smith
20395,Labor and Freedom,Eugene V. Debs
20396,The Coast of Bohemia,Thomas Nelson Page
20397,Unc' Edinburg,Thomas Nelson Page
20398,Deep Moat Grange,S. R. Crockett
20399,Encyclopaedia Britannica· 11th Edition· Volume 2· Slice 2,Various
20400,The Popes and Science,James J. Walsh
20401,The Window at the White Cat,Mary Roberts Rinehart
20402,Small Souls,Louis Couperus
20403,An Essay In Aid Of A Grammar Of Assent,John Henry Newman
20404,The Bread Line,Albert Bigelow Paine
20405,Ruth Fielding at Lighthouse Point,Alice B. Emerson
20406,Ancient Rome,Mary Agnes Hamilton
20407,Blackwood's Edinburgh Magazine· Volume 59· No. 368· June 1846,Various
20408,The Cup of Comus,Madison J. Cawein
20409,Races and Immigrants in America,John R. Commons
20410,Parturition without Pain or Loss of Consciousness,James Townley
20411,Turning and Boring,Franklin D. Jones
20412,Raemaekers' Cartoon History of the War· Volume 1,Louis Raemaekers
20413,The Beloved Traitor,Frank L. Packard
20414,The Hillman,E. Phillips Oppenheim
20415,The Story of Malta,Maturin M. Ballou
20416,Under the Southern Cross,Maturin M. Ballou
20417,Forty Years in the Wilderness of Pills and Powders,William A. Alcott
20418,The Esperantist· Vol. 1· No. 9,Various
20419,Bee Hunting,John Ready Lockard
20420,A Christmas Child,Mrs. Molesworth
20421,Whispering Wires,Henry Leverage
20422,Encyclopaedia Britannica· 11th Edition· Volume 2· Slice 3,Various
20423,The Settlement of Illinois· 1778-1830,Arthur Clinton Boggess
20424,Ragged Lady· Part 1,William Dean Howells
20425,Konrad Wallenrod,Adam Mickiewicz
20426,History of the Intellectual Development of Europe· Volume II (of 2),John William Draper
20427,Wireless Transmission of Photographs,Marcus J. Martin
20428,The Palace of Pleasure,William Painter
20429,Charles Di Tocca,Cale Young Rice
20430,Remarks on some fossil impressions in the sandstone rocks of Connecticut River,John Collins Warren
20431,When 'Bear Cat' Went Dry,Charles Neville Buck
20432,The Crime of the Boulevard,Jules Claretie
20433,Ragged Lady· Part 2,William Dean Howells
20434,Prisoners of Poverty,Helen Campbell
20435,The Earliest Electromagnetic Instruments,Robert A. Chipman
20436,Fifty Years a Hunter and Trapper,Eldred Nathaniel Woodcock
20437,The Sentimental Adventures of Jimmy Bulstrode,Marie Van Vorst
20438,Catholic Churchmen in Science,James J. Walsh
20439,A brief sketch of the work of Matthew Fontaine Maury during the war· 1861-1865,Richard L. Maury
20440,A Kut Prisoner,H. C. W. Bishop
20441,The Spell of Egypt,Robert Hichens
20442,The American Nations· Vol. I.,C. S. Rafinesque
20443,The Evolution of an Empire,Mary Parmele
20444,The Evolution of an Empire,Mary Parmele
20445,The New Gresham Encyclopedia. Vol. 1 Part 1,Various
20446,The New Gresham Encyclopedia. Vol. 1 Part 2,Various
20447,The New Gresham Encyclopedia. Vol. 1 Part 3,Various
20448,Fox Trapping,A. R. (Arthur Robert) Harding
20449,On Germinal Selection as a Source of Definite Variation,August Weismann
20450,The Shame of Motley,Raphael Sabatini
20451,A Historical Geography of the British Colonies,Charles Prestwood Lucas
20452,Myths and Legends of the Celtic Race,Thomas William Rolleston
20453,Encyclopaedia Britannica· 11th Edition· Volume 2· Slice 4,Various
20454,Stories of the Olden Time,Various
20455,Shelley and the Marriage Question,John Todhunter
20456,The Ifs of History,Joseph Edgar Chamberlin
20457,A Poached Peerage,William Magnay
20458,The Celestial Omnibus and other Stories,E. M. Forster
20459,Barchester Towers,Anthony Trollope
20460,Dress as a Fine Art,Mary Philadelphia Merrifield
20461,Mink Trapping,A. R. (Arthur Robert) Harding
20462,Journal of Entomology and Zoology,Various
20463,The Ship Dwellers,Albert Bigelow Paine
20464,Household Organization,Florence Caddy
20465,Science of Trapping,Elmer Harry Kreps
20466,Myths and Legends of the Sioux,Marie L. McLaughlin
20467,The American Spirit in Literature·,Bliss Perry
20468,Lefty Locke Pitcher-Manager,Burt L. Standish
20469,A Bilateral Division of the Parietal Bone in a Chimpanzee; with a Special Reference to the Oblique Sutures in the Parietal,Ales Hrdlicka
20470,A Divided Heart and Other Stories,Paul Heyse
20471,Four Phases of Love,Paul Heyse
20472,Idonia: A Romance of Old London,Arthur F. Wallis
20473,Little Women Letters from the House of Alcott,Louisa M. Alcott· et al.
20474,The Curry Cook's Assistant,Daniel Santiagoe
20475,The Sacred Egoism of Sinn Fein,Gnathai Gan Iarraidh
20476,Sister Dolorosa and Posthumous Fame,James Lane Allen
20477,Deadfalls and Snares,A. R. (Arthur Robert) Harding
20478,Politics of Alabama,J. C. (Joseph Columbus) Manning
20479,In Jail with Charles Dickens,Alfred Trumble
20480,An Almanac of Twelve Sports,Rudyard Kipling
20481,Soap-Making Manual,E. G. Thomssen
20482,Our Battalion,Leonard Raven-Hill
20483,Encyclopaedia Britannica· 11th Edition· Volume 2· Slice 5,Various
20484,Beowulf,R. W. Chambers
20485,The Golden Chersonese and the Way Thither, Isabella L. Bird (Mrs. Bishop)
20486,Farthest North,Fridtjof Nansen
20487,Calavar,Robert Montgomery Bird
20488,Roman Society from Nero to Marcus Aurelius,Samuel Dill
20489,Familiar Letters of John Adams and His Wife Abigail Adams During the Revolution,John Adams
20490,The Panama Canal,J. Saxon Mills
20491,The Sarva-Darsana-Samgraha,Madhava Acharya
20492,Morphological Variation in a Population of the Snake· Tantilla gracilis Baird and Girard,Laurence M. Hardy
20493,Sir James Young Simpson and Chloroform (1811-1870),Henry Laing Gordon
20494,The Trail of Conflict,Emilie Baker Loring
20495,The Blazed Trail,Stewart Edward White
20496,The Princess Galva,David Whitelaw
20497,Butterflies and Moths,William S. Furneaux
20498,The Great Mogul,Louis Tracy
20499,A Book-Lover's Holidays in the Open,Theodore Roosevelt
20500,Pip,Ian Hay
20501,Lady Maude's Mania,George Manville Fenn
20502,Real Gold,George Manville Fenn
20503,The South Pole· Volume 1,Roald Amundsen
20504,A Double Knot,George Manville Fenn
20505,The Parson O' Dumford,George Manville Fenn
20506,By Birth a Lady,George Manville Fenn
20507,A Little World,George Manville Fenn
20508,Wilson's Tales of the Borders and of Scotland,Various
20509,Wilson's Tales of the Borders and of Scotland,Various
20510,Wilson's Tales of the Borders and of Scotland,Various
20511,Wilson's Tales of the Borders and of Scotland,Various
20512,Wilson's Tales of the Borders and of Scotland,Various
20513,Wilson's Tales of the Borders and of Scotland,Various
20514,Wilson's Tales of the Borders and of Scotland,Various
20515,Wilson's Tales of the Borders and of Scotland,Various
20516,Wilson's Tales of the Borders and of Scotland,Various
20517,Wilson's Tales of the Borders and of Scotland,Various
20518,The Undying Past,Hermann Sudermann
20519,The Compleat Surgeon· or the Whole Art of Surgery Explain'd in a Most Familiar Method,Charles Gabriel Le Clerc
20520,A Hunting Alphabet,Grace Clarke Newton
20521,Lives of Eminent Zoologists· from Aristotle to Linnaeus,William MacGillivray
20522,The Story of the Great War· Volume VII (of VIII),Various
20523,Encyclopaedia Britannica· 11th Edition· Volume 2· Slice 6,Various
20524,The Roman Poets of the Augustan Age: Virgil,W. Y. Sellar
20525,A Blot on the Scutcheon,May Wynne
20526,Birds Illustrated by Color Photography [January· 1898],Various
20527,Capricious Caroline,E. Maria Albanesi
20528,A Lady's Captivity among Chinese Pirates in the Chinese Seas,Fanny Loviot
20529,Zula,H. Esselstyn Lindley
20530,The Fortunes of Oliver Horn,F. Hopkinson Smith
20531,Heathen Mythology,Various
20532,Toppleton's Client,John Kendrick Bangs
20533,The Formation of Christendom· Volume VII,Thomas W. Allies
20534,Canadian Wilds,Martin Hunter
20535,Domestic Animals,Richard L. Allen
20536,Proverb Lore,F. Edward Hulme
20537,The Idyl of Twin Fires,Walter Prichard Eaton
20538,A Cursory History of Swearing,Julian Sharman
20539,Captain Brassbound's Conversion,George Bernard Shaw
20540,The Exploits and Triumphs· in Europe· of Paul Morphy· the Chess Champion,Frederick Milnes Edge
20541,Irene Iddesleigh,Amanda McKittrick Ros
20542,Magda,Hermann Sudermann
20543,Recipes for Eatmor Fresh Cranberries,Anonymous
20544,The Copeland Method,Vanness Copeland
20545,A New Banking System,Lysander Spooner
20546,With our Fighting Men,William E. Sellers
20547,Food Poisoning,Edwin Oakes Jordan
20548,Rebecca Mary,Annie Hamilton Donnell
20549,H.M.S. ----,Klaxon
20550,John Knox,Wm. M. Taylor
20551,The Glaciers of the Alps,John Tyndall
20552,The True Benjamin Franklin,Sydney George Fisher
20553,Higgins,Norman Duncan
20554,Notes and Queries· Number 229· March 18· 1854,Various
20555,Porzia,Cale Young Rice
20556,The Bristol Royal Mail,R. C. Tombs
20557,The Will to Doubt,Alfred H. Lloyd
20558,Peeps Into China,E. C. Phillips
20559,Margaret Ogilvy,J. M. Barrie
20560,A Vindication of the Rights of Woman,Mary Wollstonecraft [Godwin]
20561,Story Lessons of Character Building (Morals) and Manners,Lois Bates
20562,An Amicable Controversy with a Jewish Rabbi· on The Messiah's Coming,J. R. Park· M.D.
20563,The Girl From Tim's Place,Charles Clark Munn
20564,History of The Reign of Philip The Second King of Spain,William H. Prescott
20565,Some Little People,George Kringle
20566,The Thousand and One Nights· Vol. I.,Anonymous
20567,The Joy of Living (Es lebe das Leben),Hermann Sudermann
20568,The Law of Hemlock Mountain,Hugh Lundsford
20569,Encyclopaedia Britannica· 11th Edition· Volume 2· Slice 7,Various
20570,Bramble-bees and Others,J. Henri Fabre
20571,Cathedral Cities of England,George Gilbert
20572,A Treatise on Physiology and Hygiene,Joseph Chrisman Hutchison
20573,Francis Beaumont: Dramatist,Charles Mills Gayley
20574,Shadowings,Lafcadio Hearn
20575,Notes of a staff officer of our First New Jersey Brigade on the Seven Day's Battle on the peninsula in 1862,E. Burd Grubb
20576,The Life and Public Services of James A. Garfield,Emma Elizabeth Brown
20577,Hildegarde's Home,Laura E. Richards
20578,The Enchanted Castle,E. Nesbit
20579,The Life of the Fly,J. Henri Fabre
20580,Two Royal Foes,Eva Madden
20581,Electricity and Magnetism,Elisha Gray
20582,The New Germany,George Young
20583,Library of the World's Best Literature· Ancient and Modern· Vol. 9,Various
20584,The Iron Division· National Guard of Pennsylvania· in the World War,H. G. Proctor
20585,Her Letter His Answer & Her Last Letter,Bret Harte
20586,Steel Traps,A. R. (Arthur Robert) Harding
20587,The Strolling Saint,Raphael Sabatini
20588,Sweethearts at Home,S. R. Crockett
20589,From Kingdom to Colony,Mary Devereux
20590,Cranial Osteiology of the Hylid Frog· Smilisca baudini,Linda Trueb
20591,A Lonely Flute,Odell Shepard
20592,Spun-yarn and Spindrift,Norah M. Holland
20593,Golden Numbers,Various
20594,Rural Rides,William Cobbett
20595,For the Term of His Natural Life,Marcus Clarke
20596,Nevermore,Rolf Boldrewood
20597,Chattanooga or Lookout Mountain and Missionary Ridge from Moccasin Point,Bradford Ripley Wood
20598,The Headswoman,Kenneth Grahame
20599,The Star-Gazers,George Manville Fenn
20600,The Khedive's Country,George Manville Fenn
20601,Of High Descent,George Manville Fenn
20602,Caught in a Trap,John C. Hutcheson
20603,The Man with a Shadow,George Manville Fenn
20604,Samantha at Saratoga,Marietta Holley
20605,Victor Ollnee's Discipline,Hamlin Garland
20606,English As We Speak It in Ireland,P. W. Joyce
20607,Vanitas,Vernon Lee
20608,Contemporary American History· 1877-1913,Charles A. Beard
20609,A Chariot of Fire,Elizabeth Stuart Phelps
20610,Comrades,Elizabeth Stuart Phelps
20611,The Supply at Saint Agatha's,Elizabeth Stuart Phelps
20612,Means and Ends of Education,J. L. Spalding
20613,Acres of Diamonds,Russell H. Conwell
20614,Hunting Dogs,Oliver Hartley
20615,On Books and the Housing of Them,William Ewart Gladstone
20616,Octavia,J. F. Lee
20617,The Banshee,Elliot O'Donnell
20618,The Graysons,Edward Eggleston
20619,The Morality of Woman and Other Essays,Ellen Key
20620,Spinning Tops,John Perry
20621,Rookie Rhymes,The Men of the 1st. and 2nd. Provisional Training Regiments· Plattsburg· New York.
20622,Kilo,Ellis Parker Butler
20623,Barbara Ladd,Charles G. D. Roberts
20624,Is Polite Society Polite?,Julia Ward Howe
20625,Gleanings in Graveyards,Horatio Edward Norfolk
20626,A Mysterious Disappearance,Gordon Holmes
20627,The Secrets of Potsdam,William Le Queux
20628,Handbook of Medical Entomology,William Albert Riley
20629,The Two Vanrevels,Booth Tarkington
20630,Lightnin',Frank Bacon
20631,The Sheriff of Badger,George B. Pattullo
20632,Jupiter Lights,Constance Fenimore Woolson
20633,History of Modern Philosophy,Alfred William Benn
20634,The Wood Fire in No. 3,F. Hopkinson Smith
20635,Saint George for England,G. A. Henty
20636,Birds Illustrated by Color Photography [February· 1898],Various
20637,Tadarida femorosacca (Merriam) in Tamaulipas· Mexico,Walter W. Dalquest
20638,Ross Grant Tenderfoot,John Garland
20639,Angela's Business,Henry Sydnor Harrison
20640,The Poetical Works of Sir Edward Bulwer Lytton· Bart. M.P.,Edward Bulwer Lytton
20641,Homo-culture,Martin Luther Holbrook
20642,Fables,Robert Louis Stevenson
20643,The Suitors of Yvonne,Raphael Sabatini
20644,Leonardo da Vinci,Sigmund Freud
20645,The Operatic Problem,William Johnson Galloway
20646,A New Bat (Genus Myotis) From Mexico,Walter W. Dalquest
20647,The Complete Story of the Galveston Horror,Various
20648,Luxury-Gluttony:,Eugene Sue
20649,Fighting in Cuban Waters,Edward Stratemeyer
20650,Condensed Guide for the Stanford Revision of the Binet-Simon Intelligence Tests,Lewis Madison Terman
20651,Avarice-Anger:,Eugene Sue
20652,An Outline of Sexual Morality,Kenneth Ingram
20653,The Gadfly,E. L. Voynich
20654,Geographic Range of the Hooded Skunk· Mephitis macroura,Walter W. Dalquest
20655,Encyclopaedia Britannica· 11th Edition· Volume 2· Slice 8,Various
20656,Literature in the Making,Various
20657,A New Pocket Gopher (Thomomys) and A New Spiny Pocket Mouse (Liomys) from Michoacan· Mexico,Bernardo Villa R.
20658,Two New Meadow Mice from Michoacan Mexico,E. Raymond Hall
20659,Anglo-Saxon Primer,Henry Sweet
20660,Caribbee,Thomas Hoover
20661,Life Blood,Thomas Hoover
20662,Project Cyclops,Thomas Hoover
20663,Quotations from the Works of Mark Twain,David Widger
20664,Project Daedalus,Thomas Hoover
20665,Syndrome,Thomas Hoover
20666,The Moghul,Thomas Hoover
